work_year,experience_level,employment_type,job_title,salary_currency,salary_in_usd,employee_residence,work_setting,company_location,company_size,job_category
2024,Entry-level,Freelance,Applied Data Scientist,USD,30000,United Kingdom,Remote,United Kingdom,M,Data Science and Research
2024,Executive,Full-time,Business Intelligence,USD,230000,United States,In-person,United States,M,BI and Visualization
2024,Executive,Full-time,Business Intelligence,USD,176900,United States,In-person,United States,M,BI and Visualization
2024,Senior,Full-time,Data Architect,USD,171210,Canada,In-person,Canada,M,Data Architecture and Modeling
2024,Senior,Full-time,Data Architect,USD,92190,Canada,In-person,Canada,M,Data Architecture and Modeling
2024,Mid-level,Full-time,Data Science,GBP,57753,United Kingdom,In-person,United Kingdom,M,Data Science and Research
2024,Mid-level,Full-time,Data Science,GBP,47850,United Kingdom,In-person,United Kingdom,M,Data Science and Research
2024,Entry-level,Full-time,Insight Analyst,USD,50000,United States,Remote,United States,M,Data Analysis
2024,Entry-level,Full-time,Insight Analyst,USD,40000,United States,Remote,United States,M,Data Analysis
2024,Senior,Full-time,Data Engineer,USD,276000,United States,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Data Engineer,USD,148000,United States,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Research Scientist,USD,234000,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Research Scientist,USD,146000,United States,In-person,United States,M,Data Science and Research
2024,Entry-level,Full-time,Business Intelligence Analyst,USD,192300,United States,In-person,United States,M,BI and Visualization
2024,Entry-level,Full-time,Business Intelligence Analyst,USD,120200,United States,In-person,United States,M,BI and Visualization
2024,Entry-level,Full-time,Analytics Engineer,USD,132500,United States,In-person,United States,M,Leadership and Management
2024,Entry-level,Full-time,Analytics Engineer,USD,111500,United States,In-person,United States,M,Leadership and Management
2024,Entry-level,Full-time,Data Engineer,USD,234000,United States,In-person,United States,M,Data Engineering
2024,Entry-level,Full-time,Data Engineer,USD,146000,United States,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Data Scientist,USD,322000,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Scientist,USD,168000,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,Data Scientist,USD,152000,Canada,In-person,Canada,M,Data Science and Research
2024,Mid-level,Full-time,Data Scientist,USD,98000,Canada,In-person,Canada,M,Data Science and Research
2024,Senior,Full-time,Research Engineer,USD,138000,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Research Engineer,USD,86000,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Science,USD,268700,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Science,USD,130300,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,BI Developer,GBP,75000,United Kingdom,In-person,United Kingdom,M,BI and Visualization
2024,Senior,Full-time,BI Developer,GBP,50000,United Kingdom,In-person,United Kingdom,M,BI and Visualization
2024,Senior,Full-time,Data Analyst,USD,115000,United States,In-person,United States,M,Data Analysis
2024,Senior,Full-time,Data Analyst,USD,105000,United States,In-person,United States,M,Data Analysis
2024,Senior,Full-time,Data Scientist,GBP,100000,United Kingdom,In-person,United Kingdom,M,Data Science and Research
2024,Senior,Full-time,Data Scientist,GBP,87500,United Kingdom,In-person,United Kingdom,M,Data Science and Research
2024,Senior,Full-time,Business Intelligence Engineer,USD,156476,United States,Remote,United States,M,BI and Visualization
2024,Senior,Full-time,Business Intelligence Engineer,USD,104981,United States,Remote,United States,M,BI and Visualization
2024,Mid-level,Full-time,Data Engineer,USD,146000,United States,Remote,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Engineer,USD,110000,United States,Remote,United States,M,Data Engineering
2024,Senior,Full-time,Data Scientist,USD,297000,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Scientist,USD,138000,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Quality Engineer,USD,190000,United States,In-person,United States,M,Data Quality and Operations
2024,Senior,Full-time,Data Quality Engineer,USD,25000,United States,In-person,United States,M,Data Quality and Operations
2024,Mid-level,Full-time,Machine Learning Engineer,USD,160480,United States,In-person,United States,M,Machine Learning and AI
2024,Mid-level,Full-time,Machine Learning Engineer,USD,109920,United States,In-person,United States,M,Machine Learning and AI
2024,Senior,Full-time,Data Engineer,USD,224000,United States,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Data Engineer,USD,150000,United States,In-person,United States,M,Data Engineering
2024,Entry-level,Full-time,Data Analyst,USD,84000,United States,In-person,United States,M,Data Analysis
2024,Entry-level,Full-time,Data Analyst,USD,75800,United States,In-person,United States,M,Data Analysis
2024,Mid-level,Full-time,Cloud Database Engineer,USD,146125,United States,Remote,United States,M,Cloud and Database
2024,Mid-level,Full-time,Cloud Database Engineer,USD,82000,United States,Remote,United States,M,Cloud and Database
2024,Mid-level,Full-time,Business Intelligence,USD,207600,United States,In-person,United States,M,BI and Visualization
2024,Mid-level,Full-time,Business Intelligence,USD,138400,United States,In-person,United States,M,BI and Visualization
2024,Entry-level,Full-time,Data Analyst,USD,94600,United States,In-person,United States,M,Data Analysis
2024,Entry-level,Full-time,Data Analyst,USD,75700,United States,In-person,United States,M,Data Analysis
2024,Senior,Full-time,Data Science,USD,331292,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Science,USD,244868,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Scientist,USD,190000,United States,Remote,United States,M,Data Science and Research
2024,Senior,Full-time,Data Scientist,USD,155000,United States,Remote,United States,M,Data Science and Research
2024,Mid-level,Full-time,Data Engineer,USD,168000,United States,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Engineer,USD,158000,United States,In-person,United States,M,Data Engineering
2024,Executive,Full-time,Head of Data,USD,243000,United States,In-person,United States,M,Leadership and Management
2024,Executive,Full-time,Head of Data,USD,163000,United States,In-person,United States,M,Leadership and Management
2024,Senior,Full-time,Data Scientist,USD,190000,United States,Remote,United States,M,Data Science and Research
2024,Senior,Full-time,Data Scientist,USD,155000,United States,Remote,United States,M,Data Science and Research
2024,Senior,Full-time,Data Scientist,USD,170000,United States,Remote,United States,M,Data Science and Research
2024,Senior,Full-time,Machine Learning Engineer,EUR,125333,Lithuania,In-person,Lithuania,M,Machine Learning and AI
2024,Senior,Full-time,Machine Learning Engineer,EUR,81333,Lithuania,In-person,Lithuania,M,Machine Learning and AI
2024,Senior,Full-time,Business Intelligence,USD,192500,United States,In-person,United States,M,BI and Visualization
2024,Senior,Full-time,Business Intelligence,USD,134900,United States,In-person,United States,M,BI and Visualization
2024,Senior,Full-time,Data Scientist,USD,227000,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Scientist,USD,192780,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,BI Analyst,USD,85000,United States,Remote,United States,M,BI and Visualization
2024,Mid-level,Full-time,BI Analyst,USD,70000,United States,Remote,United States,M,BI and Visualization
2024,Senior,Full-time,Analytics Engineer,USD,180000,United States,In-person,United States,M,Leadership and Management
2024,Senior,Full-time,Analytics Engineer,USD,112000,United States,In-person,United States,M,Leadership and Management
2024,Senior,Full-time,Data Engineer,USD,130000,United States,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Data Engineer,USD,100000,United States,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Data Engineer,USD,140000,United States,Remote,United States,M,Data Engineering
2024,Senior,Full-time,Data Engineer,USD,100000,United States,Remote,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Scientist,USD,175000,United States,Remote,United States,M,Data Science and Research
2024,Mid-level,Full-time,Data Scientist,USD,135000,United States,Remote,United States,M,Data Science and Research
2024,Mid-level,Full-time,Data Manager,USD,110000,United States,In-person,United States,M,Leadership and Management
2024,Mid-level,Full-time,Data Manager,USD,70000,United States,In-person,United States,M,Leadership and Management
2024,Senior,Full-time,Computational Biologist,USD,236000,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Computational Biologist,USD,174000,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Computational Biologist,CAD,186153,Canada,In-person,Canada,M,Data Science and Research
2024,Senior,Full-time,Computational Biologist,CAD,165384,Canada,In-person,Canada,M,Data Science and Research
2024,Senior,Full-time,Data Architect,USD,363000,United States,In-person,United States,M,Data Architecture and Modeling
2024,Senior,Full-time,Data Architect,USD,139800,United States,In-person,United States,M,Data Architecture and Modeling
2024,Senior,Full-time,Research Scientist,USD,345000,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Research Scientist,USD,180000,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Analytics Engineer,USD,170000,United States,Remote,United States,M,Leadership and Management
2024,Senior,Full-time,Analytics Engineer,USD,130000,United States,Remote,United States,M,Leadership and Management
2024,Mid-level,Full-time,Data Integration Specialist,GBP,93750,United Kingdom,Remote,United Kingdom,M,Data Management and Strategy
2024,Mid-level,Full-time,Data Integration Specialist,GBP,68750,United Kingdom,Remote,United Kingdom,M,Data Management and Strategy
2024,Senior,Full-time,Machine Learning Engineer,USD,184800,Canada,Remote,Canada,M,Machine Learning and AI
2024,Senior,Full-time,Machine Learning Engineer,USD,123200,Canada,Remote,Canada,M,Machine Learning and AI
2024,Senior,Full-time,Data Engineer,USD,115000,United States,Remote,United States,M,Data Engineering
2024,Senior,Full-time,Data Engineer,USD,105000,United States,Remote,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Science Manager,USD,110000,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,Data Science Manager,USD,70000,United States,In-person,United States,M,Data Science and Research
2024,Entry-level,Full-time,Machine Learning Engineer,USD,157900,Canada,Remote,Canada,M,Machine Learning and AI
2024,Entry-level,Full-time,Machine Learning Engineer,USD,105300,Canada,Remote,Canada,M,Machine Learning and AI
2024,Mid-level,Full-time,Data Scientist,USD,252000,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,Data Scientist,USD,168000,United States,In-person,United States,M,Data Science and Research
2024,Executive,Full-time,AI Engineer,USD,225000,United States,In-person,United States,M,Machine Learning and AI
2024,Executive,Full-time,AI Engineer,USD,150000,United States,In-person,United States,M,Machine Learning and AI
2024,Mid-level,Full-time,Data Engineer,USD,150000,United States,Remote,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Engineer,USD,90000,United States,Remote,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Analyst,USD,150000,United States,In-person,United States,M,Data Analysis
2024,Mid-level,Full-time,Data Analyst,USD,117000,United States,In-person,United States,M,Data Analysis
2024,Mid-level,Full-time,Research Engineer,USD,440000,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,Research Engineer,USD,295000,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,Data Scientist,GBP,87500,United Kingdom,In-person,United Kingdom,M,Data Science and Research
2024,Mid-level,Full-time,Data Scientist,GBP,62500,United Kingdom,In-person,United Kingdom,M,Data Science and Research
2024,Mid-level,Full-time,Data Analyst,USD,150000,United States,Remote,United States,M,Data Analysis
2024,Mid-level,Full-time,Data Analyst,USD,120000,United States,Remote,United States,M,Data Analysis
2024,Mid-level,Full-time,Data Engineer,USD,148000,United States,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Engineer,USD,106500,United States,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Applied Scientist,USD,209000,Poland,Remote,Poland,M,Data Science and Research
2024,Senior,Full-time,Applied Scientist,USD,155000,Poland,Remote,Poland,M,Data Science and Research
2024,Senior,Full-time,AI Engineer,USD,210000,United States,In-person,United States,M,Machine Learning and AI
2024,Senior,Full-time,AI Engineer,USD,180000,United States,In-person,United States,M,Machine Learning and AI
2024,Senior,Full-time,Data Scientist,USD,170000,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Scientist,USD,130000,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Scientist,GBP,87500,United Kingdom,In-person,United Kingdom,M,Data Science and Research
2024,Senior,Full-time,Data Scientist,GBP,62500,United Kingdom,In-person,United Kingdom,M,Data Science and Research
2024,Senior,Full-time,Data Engineer,USD,220000,Canada,In-person,Canada,M,Data Engineering
2024,Senior,Full-time,Data Engineer,USD,180000,Canada,In-person,Canada,M,Data Engineering
2024,Senior,Full-time,Machine Learning Engineer,USD,278700,United States,In-person,United States,M,Machine Learning and AI
2024,Senior,Full-time,Machine Learning Engineer,USD,159300,United States,In-person,United States,M,Machine Learning and AI
2024,Senior,Full-time,Data Analyst,USD,145000,United States,In-person,United States,M,Data Analysis
2024,Senior,Full-time,Data Analyst,USD,110000,United States,In-person,United States,M,Data Analysis
2024,Entry-level,Full-time,Data Science,EUR,57277,France,Hybrid,France,M,Data Science and Research
2024,Senior,Full-time,BI Data Analyst,EUR,66666,Germany,Hybrid,Germany,S,Data Analysis
2024,Mid-level,Full-time,Analytics Engineer,USD,126000,United States,In-person,United States,M,Leadership and Management
2024,Mid-level,Full-time,Analytics Engineer,USD,78000,United States,In-person,United States,M,Leadership and Management
2024,Senior,Full-time,Research Scientist,USD,290000,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Research Scientist,USD,240000,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Machine Learning Engineer,USD,210000,United States,In-person,United States,M,Machine Learning and AI
2024,Senior,Full-time,Machine Learning Engineer,USD,178500,United States,In-person,United States,M,Machine Learning and AI
2024,Senior,Full-time,AI Research Scientist,USD,150000,Saudi Arabia,Hybrid,Saudi Arabia,M,Data Science and Research
2024,Executive,Full-time,Machine Learning Engineer,USD,290000,United States,In-person,United States,M,Machine Learning and AI
2024,Executive,Full-time,Machine Learning Engineer,USD,232000,United States,In-person,United States,M,Machine Learning and AI
2024,Senior,Full-time,Research Scientist,USD,234000,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Research Scientist,USD,146000,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,Data Engineer,USD,172400,United States,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Engineer,USD,109000,United States,In-person,United States,M,Data Engineering
2024,Entry-level,Full-time,Data Analyst,USD,88800,United States,In-person,United States,M,Data Analysis
2024,Entry-level,Full-time,Data Analyst,USD,64600,United States,In-person,United States,M,Data Analysis
2024,Mid-level,Full-time,MLOps Engineer,USD,156200,Canada,In-person,Canada,M,Machine Learning and AI
2024,Mid-level,Full-time,MLOps Engineer,USD,106500,Canada,In-person,Canada,M,Machine Learning and AI
2024,Senior,Full-time,Data Scientist,USD,185900,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Scientist,USD,109400,United States,In-person,United States,M,Data Science and Research
2024,Entry-level,Full-time,Research Analyst,USD,106000,United States,In-person,United States,M,Data Science and Research
2024,Entry-level,Full-time,Research Analyst,USD,66000,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Machine Learning Engineer,USD,234300,United States,In-person,United States,M,Machine Learning and AI
2024,Senior,Full-time,Machine Learning Engineer,USD,96900,United States,In-person,United States,M,Machine Learning and AI
2024,Entry-level,Full-time,Data Analyst,USD,157600,United States,In-person,United States,M,Data Analysis
2024,Entry-level,Full-time,Data Analyst,USD,96800,United States,In-person,United States,M,Data Analysis
2024,Senior,Full-time,Research Engineer,USD,339250,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Research Engineer,USD,180000,United States,In-person,United States,M,Data Science and Research
2024,Entry-level,Full-time,Admin & Data Analyst,USD,40000,India,Remote,United States,M,Data Analysis
2024,Entry-level,Full-time,Data Analyst,USD,70000,United States,In-person,United States,M,Data Analysis
2024,Entry-level,Full-time,Data Analyst,USD,50000,United States,In-person,United States,M,Data Analysis
2024,Senior,Full-time,Research Analyst,USD,94600,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Research Analyst,USD,77400,United States,In-person,United States,M,Data Science and Research
2024,Entry-level,Full-time,Data Analyst,USD,192500,United States,In-person,United States,M,Data Analysis
2024,Entry-level,Full-time,Data Analyst,USD,140000,United States,In-person,United States,M,Data Analysis
2024,Mid-level,Full-time,Data Scientist,USD,154500,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,Data Scientist,USD,75705,United States,In-person,United States,M,Data Science and Research
2024,Entry-level,Full-time,Business Intelligence Analyst,USD,95000,United States,In-person,United States,M,BI and Visualization
2024,Entry-level,Full-time,Business Intelligence Analyst,USD,85000,United States,In-person,United States,M,BI and Visualization
2024,Mid-level,Full-time,Business Intelligence Manager,USD,164700,United States,In-person,United States,M,BI and Visualization
2024,Mid-level,Full-time,Business Intelligence Manager,USD,117500,United States,In-person,United States,M,BI and Visualization
2024,Entry-level,Full-time,Data Analyst,USD,80000,United States,In-person,United States,M,Data Analysis
2024,Entry-level,Full-time,Data Analyst,USD,45700,United States,In-person,United States,M,Data Analysis
2024,Senior,Full-time,Data Analyst,USD,117000,United States,In-person,United States,M,Data Analysis
2024,Senior,Full-time,Data Analyst,USD,115765,United States,In-person,United States,M,Data Analysis
2024,Senior,Full-time,Data Analyst,USD,140000,Canada,In-person,Canada,M,Data Analysis
2024,Senior,Full-time,Data Analyst,USD,107000,Canada,In-person,Canada,M,Data Analysis
2024,Senior,Full-time,Machine Learning Engineer,USD,178250,United States,Remote,United States,M,Machine Learning and AI
2024,Senior,Full-time,Machine Learning Engineer,USD,105500,United States,Remote,United States,M,Machine Learning and AI
2024,Senior,Full-time,Data Developer,GBP,62500,United Kingdom,In-person,United Kingdom,M,Leadership and Management
2024,Senior,Full-time,Data Developer,GBP,62500,United Kingdom,In-person,United Kingdom,M,Leadership and Management
2024,Senior,Full-time,Prompt Engineer,USD,197011,United States,Remote,United States,M,Machine Learning and AI
2024,Senior,Full-time,Prompt Engineer,USD,115889,United States,Remote,United States,M,Machine Learning and AI
2024,Mid-level,Full-time,Research Scientist,USD,138000,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,Research Scientist,USD,86000,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Engineer,USD,259700,United States,Remote,United States,M,Data Engineering
2024,Senior,Full-time,Data Engineer,USD,185500,United States,Remote,United States,M,Data Engineering
2024,Entry-level,Full-time,Data Analyst,USD,80000,United States,Remote,United States,M,Data Analysis
2024,Entry-level,Full-time,Data Analyst,USD,80000,United States,Remote,United States,M,Data Analysis
2024,Executive,Full-time,Data Analyst,USD,175000,United States,In-person,United States,M,Data Analysis
2024,Executive,Full-time,Data Analyst,USD,68000,United States,In-person,United States,M,Data Analysis
2024,Mid-level,Full-time,Data Science,USD,243500,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,Data Science,USD,201400,United States,In-person,United States,M,Data Science and Research
2024,Entry-level,Full-time,Data Analyst,GBP,33500,United Kingdom,In-person,United Kingdom,M,Data Analysis
2024,Entry-level,Full-time,Data Analyst,GBP,33500,United Kingdom,In-person,United Kingdom,M,Data Analysis
2024,Mid-level,Full-time,Data Analyst,USD,110000,United States,In-person,United States,M,Data Analysis
2024,Mid-level,Full-time,Data Analyst,USD,90000,United States,In-person,United States,M,Data Analysis
2024,Senior,Full-time,Research Scientist,USD,123765,United States,Remote,United States,M,Data Science and Research
2024,Senior,Full-time,Research Scientist,USD,85469,United States,Remote,United States,M,Data Science and Research
2024,Mid-level,Full-time,Data Analyst,USD,85000,United States,Remote,United States,M,Data Analysis
2024,Mid-level,Full-time,Data Analyst,USD,61800,United States,Remote,United States,M,Data Analysis
2024,Mid-level,Full-time,Data Engineer,USD,242100,United States,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Engineer,USD,116200,United States,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Manager,USD,128000,United States,In-person,United States,M,Leadership and Management
2024,Mid-level,Full-time,Data Manager,USD,81500,United States,In-person,United States,M,Leadership and Management
2024,Senior,Full-time,Machine Learning Engineer,USD,250000,United States,In-person,United States,M,Machine Learning and AI
2024,Senior,Full-time,Machine Learning Engineer,USD,212500,United States,In-person,United States,M,Machine Learning and AI
2024,Senior,Full-time,Data Scientist,EUR,100000,France,Remote,France,M,Data Science and Research
2024,Senior,Full-time,Data Scientist,EUR,55555,France,Remote,France,M,Data Science and Research
2024,Mid-level,Full-time,Data Specialist,USD,69000,United States,In-person,United States,M,Data Management and Strategy
2024,Mid-level,Full-time,Data Specialist,USD,44000,United States,In-person,United States,M,Data Management and Strategy
2024,Mid-level,Full-time,Data Analyst,USD,77280,United States,In-person,United States,M,Data Analysis
2024,Mid-level,Full-time,Data Analyst,USD,58000,United States,In-person,United States,M,Data Analysis
2024,Entry-level,Full-time,Business Intelligence,USD,166000,United States,Remote,United States,M,BI and Visualization
2024,Entry-level,Full-time,Business Intelligence,USD,119000,United States,Remote,United States,M,BI and Visualization
2024,Senior,Full-time,Machine Learning Engineer,USD,192000,United States,In-person,United States,M,Machine Learning and AI
2024,Senior,Full-time,Machine Learning Engineer,USD,164000,United States,In-person,United States,M,Machine Learning and AI
2024,Mid-level,Full-time,Research Scientist,USD,218213,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,Research Scientist,USD,151800,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Architect,USD,149750,United States,Remote,United States,M,Data Architecture and Modeling
2024,Senior,Full-time,Data Architect,USD,84500,United States,Remote,United States,M,Data Architecture and Modeling
2024,Senior,Full-time,Data Scientist,USD,130000,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Scientist,USD,120000,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,Data Integration Engineer,USD,100000,United States,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Integration Engineer,USD,70000,United States,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Engineer,USD,200000,United States,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Engineer,USD,150000,United States,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Data Scientist,USD,253430,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Scientist,USD,200740,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Scientist,USD,234900,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Scientist,USD,97300,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Machine Learning Engineer,USD,206000,United States,Remote,United States,M,Machine Learning and AI
2024,Senior,Full-time,Machine Learning Engineer,USD,165000,United States,Remote,United States,M,Machine Learning and AI
2024,Entry-level,Full-time,Data Analyst,USD,70000,United States,Remote,United States,M,Data Analysis
2024,Entry-level,Full-time,Data Analyst,USD,60000,United States,Remote,United States,M,Data Analysis
2024,Mid-level,Full-time,Data Science Manager,USD,328000,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,Data Science Manager,USD,258000,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Engineer,USD,190000,United States,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Data Engineer,USD,170000,United States,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Data Engineer,EUR,111111,Poland,Remote,Poland,M,Data Engineering
2024,Senior,Full-time,Data Engineer,EUR,66666,Poland,Remote,Poland,M,Data Engineering
2024,Senior,Full-time,Data Scientist,USD,180000,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Scientist,USD,162000,United States,In-person,United States,M,Data Science and Research
2024,Executive,Full-time,Business Intelligence,USD,230000,Canada,In-person,Canada,M,BI and Visualization
2024,Executive,Full-time,Business Intelligence,USD,155000,Canada,In-person,Canada,M,BI and Visualization
2024,Entry-level,Full-time,Data Science Analyst,USD,70000,United States,In-person,United States,M,Data Science and Research
2024,Entry-level,Full-time,Data Science Analyst,USD,64000,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Analyst,USD,165000,United States,Remote,United States,M,Data Analysis
2024,Senior,Full-time,Data Scientist,USD,180000,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Scientist,USD,162000,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Analytics Associate,USD,91000,United States,Hybrid,United States,L,Data Analysis
2024,Entry-level,Full-time,Research Analyst,USD,219000,United States,In-person,United States,M,Data Science and Research
2024,Entry-level,Full-time,Research Analyst,USD,123000,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,Data Scientist,USD,212000,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,Data Scientist,USD,93300,United States,In-person,United States,M,Data Science and Research
2024,Entry-level,Full-time,BI Analyst,USD,157600,United States,In-person,United States,M,BI and Visualization
2024,Entry-level,Full-time,BI Analyst,USD,96800,United States,In-person,United States,M,BI and Visualization
2024,Entry-level,Full-time,Data Analyst,USD,137100,United States,In-person,United States,M,Data Analysis
2024,Entry-level,Full-time,Data Analyst,USD,109700,United States,In-person,United States,M,Data Analysis
2024,Mid-level,Full-time,Data Manager,USD,83300,United States,In-person,United States,M,Leadership and Management
2024,Mid-level,Full-time,Data Manager,USD,47500,United States,In-person,United States,M,Leadership and Management
2024,Senior,Full-time,Data Engineer,USD,304750,United States,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Data Engineer,USD,160000,United States,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Data Architect,USD,242100,United States,In-person,United States,M,Data Architecture and Modeling
2024,Senior,Full-time,Data Architect,USD,116200,United States,In-person,United States,M,Data Architecture and Modeling
2024,Mid-level,Full-time,Cloud Database Engineer,USD,189000,United States,In-person,United States,M,Cloud and Database
2024,Mid-level,Full-time,Cloud Database Engineer,USD,106000,United States,In-person,United States,M,Cloud and Database
2024,Entry-level,Full-time,Research Engineer,USD,101200,United States,In-person,United States,M,Data Science and Research
2024,Entry-level,Full-time,Research Engineer,USD,57700,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Engineer,USD,160000,United States,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Data Engineer,USD,77400,United States,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Machine Learning Engineer,USD,270000,United States,In-person,United States,M,Machine Learning and AI
2024,Senior,Full-time,Machine Learning Engineer,USD,153000,United States,In-person,United States,M,Machine Learning and AI
2024,Entry-level,Full-time,Data Reporting Analyst,USD,90300,United States,In-person,United States,M,Data Analysis
2024,Entry-level,Full-time,Data Reporting Analyst,USD,50200,United States,In-person,United States,M,Data Analysis
2024,Entry-level,Full-time,Data Engineer,USD,146000,United States,In-person,United States,M,Data Engineering
2024,Entry-level,Full-time,Data Engineer,USD,98000,United States,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Specialist,USD,105000,Australia,In-person,Australia,M,Data Management and Strategy
2024,Mid-level,Full-time,Data Specialist,USD,80000,Australia,In-person,Australia,M,Data Management and Strategy
2024,Senior,Full-time,Data Engineer,USD,300000,United States,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Data Engineer,USD,200000,United States,In-person,United States,M,Data Engineering
2024,Executive,Full-time,Data Analyst,USD,125000,United States,In-person,United States,M,Data Analysis
2024,Executive,Full-time,Data Analyst,USD,100000,United States,In-person,United States,M,Data Analysis
2024,Senior,Full-time,Data Engineer,USD,165000,United States,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Data Engineer,USD,100000,United States,In-person,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Engineer,USD,115000,United States,Remote,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Engineer,USD,75000,United States,Remote,United States,M,Data Engineering
2024,Senior,Full-time,Research Scientist,USD,96643,Canada,In-person,Canada,M,Data Science and Research
2024,Senior,Full-time,Research Scientist,USD,51543,Canada,In-person,Canada,M,Data Science and Research
2024,Mid-level,Full-time,Business Intelligence Analyst,USD,181280,United States,In-person,United States,M,BI and Visualization
